Time,Time_Formatted,Temp_External,Temp_Internal,Open,Close_Actuation
1641843856,10/01/2022 19:44,8.5,18.8,0,0
1641844156,10/01/2022 19:49,8.5,18.4,0,0
1641844456,10/01/2022 19:54,8.5,18.6,0,0
1641844756,10/01/2022 19:59,8.5,18.3,0,0
1641845056,10/01/2022 20:04,8.5,18.4,0,0
1641845356,10/01/2022 20:09,8.5,18.2,1,0
1641845656,10/01/2022 20:14,8.5,18,1,0
1641845956,10/01/2022 20:19,8.5,17.8,1,0
1641846256,10/01/2022 20:24,8.5,17.7,1,0
1641846556,10/01/2022 20:29,8.5,17.5,1,0
1641846856,10/01/2022 20:34,8.5,17.3,1,0
1641847156,10/01/2022 20:39,8.5,17.1,1,0
1641847456,10/01/2022 20:44,8.5,16.9,1,0
1641847756,10/01/2022 20:49,8.6,16.7,1,0
1641848056,10/01/2022 20:54,8.6,16.6,1,0
1641848356,10/01/2022 20:59,8.6,16.4,1,0
1641848656,10/01/2022 21:04,8.6,16.2,1,0
1641848956,10/01/2022 21:09,8.6,16,1,0
1641849256,10/01/2022 21:14,8.6,16.1,1,0
1641849556,10/01/2022 21:19,8.6,16.1,0,0
1641849856,10/01/2022 21:24,8.6,17.3,0,0
1641850156,10/01/2022 21:29,8.6,18,0,0
1641850456,10/01/2022 21:34,8.6,18.3,0,0
1641850756,10/01/2022 21:39,8.6,18.5,0,0
1641851056,10/01/2022 21:44,8.6,18.5,0,0
1641851356,10/01/2022 21:49,8.6,18.3,1,0
1641851656,10/01/2022 21:54,8.6,18.1,1,0
1641851956,10/01/2022 21:59,8.6,17.9,1,0
1641852256,10/01/2022 22:04,8.6,17.7,1,0
1641852556,10/01/2022 22:09,8.6,17.5,1,0
1641852856,10/01/2022 22:14,8.6,17.3,1,0
1641853156,10/01/2022 22:19,8.6,17.1,1,0
1641853456,10/01/2022 22:24,8.6,16.9,1,0
1641853756,10/01/2022 22:29,8.6,16.7,1,0
1641854056,10/01/2022 22:34,8.6,16.5,1,0
1641854356,10/01/2022 22:39,8.6,17,0,0
1641854656,10/01/2022 22:44,8.6,17.3,0,0
1641854956,10/01/2022 22:49,8.6,17.6,0,0
1641855256,10/01/2022 22:54,8.6,17.4,0,0
1641855556,10/01/2022 22:59,8.6,17.4,1,0
1641855856,10/01/2022 23:04,8.6,17.2,1,0
1641856156,10/01/2022 23:09,8.6,17,1,0
1641856456,10/01/2022 23:14,8.6,17.3,0,0
1641856756,10/01/2022 23:19,8.6,17.9,0,0
1641857056,10/01/2022 23:24,8.6,18,0,0
1641857356,10/01/2022 23:29,8.6,18.3,0,0
1641857656,10/01/2022 23:34,8.6,18.7,0,0
1641857956,10/01/2022 23:39,8.6,18.9,0,0
1641858256,10/01/2022 23:44,8.6,18.8,0,0
1641858556,10/01/2022 23:49,8.6,18.7,0,0
1641858856,10/01/2022 23:54,8.6,18,0,0
1641859156,10/01/2022 23:59,8.6,18.5,0,0
1641859456,11/01/2022 00:04,8.6,18.5,0,0
1641859756,11/01/2022 00:09,8.6,18.5,0,0
1641860056,11/01/2022 00:14,8.6,18.2,0,0
1641860356,11/01/2022 00:19,8.6,18.7,0,0
1641860656,11/01/2022 00:24,8.6,18.1,0,0
1641860956,11/01/2022 00:29,8.6,18.9,0,0
1641861256,11/01/2022 00:34,8.7,18.5,0,0
1641861556,11/01/2022 00:39,8.7,18,0,0
1641861856,11/01/2022 00:44,8.7,17.7,0,0
1641862156,11/01/2022 00:49,8.7,17.1,0,0
1641862456,11/01/2022 00:54,8.7,17.8,0,0
1641862756,11/01/2022 00:59,8.7,17.1,0,0
1641863056,11/01/2022 01:04,8.7,17.4,0,0
1641863356,11/01/2022 01:09,8.7,17.5,0,0
1641863656,11/01/2022 01:14,8.7,17.3,0,0
1641863956,11/01/2022 01:19,8.7,17.3,0,0
1641864256,11/01/2022 01:24,8.7,17.2,0,0
1641864556,11/01/2022 01:29,8.7,17.4,0,0
1641864856,11/01/2022 01:34,8.7,17.6,0,0
1641865156,11/01/2022 01:39,8.7,17.4,0,0
1641865456,11/01/2022 01:44,8.7,17.8,0,0
1641865756,11/01/2022 01:49,8.7,17.1,0,0
1641866056,11/01/2022 01:54,8.7,17.5,0,0
1641866356,11/01/2022 01:59,8.8,17.6,0,0
1641866656,11/01/2022 02:04,8.7,17.7,0,0
1641866956,11/01/2022 02:09,8.7,17,0,0
1641867256,11/01/2022 02:14,8.7,17.7,0,0
1641867556,11/01/2022 02:19,8.7,17.4,0,0
1641867856,11/01/2022 02:24,8.7,17.8,0,0
1641868156,11/01/2022 02:29,8.7,17.9,0,0
1641868456,11/01/2022 02:34,8.6,17.8,0,0
1641868756,11/01/2022 02:39,8.6,17.2,0,0
1641869056,11/01/2022 02:44,8.6,17.5,0,0
1641869356,11/01/2022 02:49,8.6,17.8,0,0
1641869656,11/01/2022 02:54,8.6,17.1,0,0
1641869956,11/01/2022 02:59,8.6,17.4,0,0
1641870256,11/01/2022 03:04,8.6,17.6,0,0
1641870556,11/01/2022 03:09,8.6,17.1,0,0
1641870856,11/01/2022 03:14,8.6,17.8,0,0
1641871156,11/01/2022 03:19,8.6,17.1,0,0
1641871456,11/01/2022 03:24,8.6,17.6,0,0
1641871756,11/01/2022 03:29,8.6,17.3,0,0
1641872056,11/01/2022 03:34,8.6,17.2,0,0
1641872356,11/01/2022 03:39,8.6,17.6,0,0
1641872656,11/01/2022 03:44,8.7,17.9,0,0
1641872956,11/01/2022 03:49,8.7,17.6,0,0
1641873256,11/01/2022 03:54,8.7,17.4,0,0
1641873556,11/01/2022 03:59,8.7,17.8,0,0
1641873856,11/01/2022 04:04,8.7,17.4,0,0
1641874156,11/01/2022 04:09,8.7,18,0,0
1641874456,11/01/2022 04:14,8.7,17,0,0
1641874756,11/01/2022 04:19,8.7,17.8,0,0
1641875056,11/01/2022 04:24,8.7,17.3,0,0
1641875356,11/01/2022 04:29,8.7,17.1,0,0
1641875656,11/01/2022 04:34,8.7,17.6,0,0
1641875956,11/01/2022 04:39,8.7,17.9,0,0
1641876256,11/01/2022 04:44,8.7,18,0,0
1641876556,11/01/2022 04:49,8.7,17.1,0,0
1641876856,11/01/2022 04:54,8.7,17.1,0,0
1641877156,11/01/2022 04:59,8.7,17.9,0,0
1641877456,11/01/2022 05:04,8.7,17.8,0,0
1641877756,11/01/2022 05:09,8.7,17.2,0,0
1641878056,11/01/2022 05:14,8.7,17.8,0,0
1641878356,11/01/2022 05:19,8.7,17.9,0,0
1641878656,11/01/2022 05:24,8.7,17.1,0,0
1641878956,11/01/2022 05:29,8.8,17.5,0,0
1641879256,11/01/2022 05:34,8.8,17,0,0
1641879556,11/01/2022 05:39,8.8,17.5,0,0
1641879856,11/01/2022 05:44,8.8,17.3,0,0
1641880156,11/01/2022 05:49,8.8,17.9,0,0
1641880456,11/01/2022 05:54,8.8,18,0,0
1641880756,11/01/2022 05:59,8.8,18,0,0
1641881056,11/01/2022 06:04,8.8,18.9,0,0
1641881356,11/01/2022 06:09,8.8,18.3,0,0
1641881656,11/01/2022 06:14,8.8,18.1,0,0
1641881956,11/01/2022 06:19,8.8,18.9,0,0
1641882256,11/01/2022 06:24,8.8,18.5,0,0
1641882556,11/01/2022 06:29,8.8,18.7,0,0
1641882856,11/01/2022 06:34,8.8,18.8,0,0
1641883156,11/01/2022 06:39,8.8,18.4,0,0
1641883456,11/01/2022 06:44,8.8,18.7,0,0
1641883756,11/01/2022 06:49,8.8,18.6,0,0
1641884056,11/01/2022 06:54,8.8,18.1,0,0
1641884356,11/01/2022 06:59,8.8,18.2,0,0
1641884656,11/01/2022 07:04,8.8,18.3,0,0
1641884956,11/01/2022 07:09,8.8,18.9,0,0
1641885256,11/01/2022 07:14,8.8,18.3,0,0
1641885556,11/01/2022 07:19,8.8,18.6,0,0
1641885856,11/01/2022 07:24,8.8,18.9,0,0
1641886156,11/01/2022 07:29,8.8,18.6,0,0
1641886456,11/01/2022 07:34,8.8,18,0,0
1641886756,11/01/2022 07:39,8.8,18.9,0,0
1641887056,11/01/2022 07:44,8.8,18.9,0,0
1641887356,11/01/2022 07:49,8.8,18.7,0,0
1641887656,11/01/2022 07:54,8.8,18.5,0,0
1641887956,11/01/2022 07:59,8.8,18.2,0,0
1641888256,11/01/2022 08:04,8.8,18.3,0,0
1641888556,11/01/2022 08:09,8.8,18.9,0,0
1641888856,11/01/2022 08:14,8.8,18.5,0,0
1641889156,11/01/2022 08:19,8.8,18.5,0,0
1641889456,11/01/2022 08:24,8.8,18.1,0,0
1641889756,11/01/2022 08:29,8.8,18.9,0,0
1641890056,11/01/2022 08:34,8.8,18.1,0,0
1641890356,11/01/2022 08:39,8.8,18.3,0,0
1641890656,11/01/2022 08:44,8.8,18.4,0,0
1641890956,11/01/2022 08:49,8.9,18.1,0,0
1641891256,11/01/2022 08:54,8.9,18.5,0,0
1641891556,11/01/2022 08:59,8.9,18.6,0,0
1641891856,11/01/2022 09:04,8.9,18.6,0,0
1641892156,11/01/2022 09:09,9,18,0,0
1641892456,11/01/2022 09:14,9,18.6,0,0
1641892756,11/01/2022 09:19,9.1,18.1,0,0
1641893056,11/01/2022 09:24,9.2,18.1,0,0
1641893356,11/01/2022 09:29,9.2,18.7,0,0
1641893656,11/01/2022 09:34,9.3,18.2,0,0
1641893956,11/01/2022 09:39,9.3,18.5,0,0
1641894256,11/01/2022 09:44,9.4,18.4,0,0
1641894556,11/01/2022 09:49,9.4,18.2,0,0
1641894856,11/01/2022 09:54,9.5,18.5,0,0
1641895156,11/01/2022 09:59,9.5,18.9,0,0
1641895456,11/01/2022 10:04,9.6,18.1,0,0
1641895756,11/01/2022 10:09,9.6,18.3,1,0
1641896056,11/01/2022 10:14,9.6,18.6,1,0
1641896356,11/01/2022 10:19,9.6,18.4,1,0
1641896656,11/01/2022 10:24,9.7,18.3,1,0
1641896956,11/01/2022 10:29,9.7,18.1,1,0
1641897256,11/01/2022 10:34,9.7,18,1,0
1641897556,11/01/2022 10:39,9.8,17.8,1,0
1641897856,11/01/2022 10:44,9.8,17.6,1,0
1641898156,11/01/2022 10:49,9.8,17.5,1,0
1641898456,11/01/2022 10:54,9.8,17.3,1,0
1641898756,11/01/2022 10:59,9.9,17.2,1,0
1641899056,11/01/2022 11:04,9.9,17,1,0
1641899356,11/01/2022 11:09,9.9,17.2,1,0
1641899656,11/01/2022 11:14,9.9,17.5,0,0
1641899956,11/01/2022 11:19,10,18,0,0
1641900256,11/01/2022 11:24,10,18.9,0,0
1641900556,11/01/2022 11:29,10,18.8,0,0
1641900856,11/01/2022 11:34,10,18.4,0,0
1641901156,11/01/2022 11:39,10.1,18.8,0,0
1641901456,11/01/2022 11:44,10.1,18.4,0,0
1641901756,11/01/2022 11:49,10.1,18.9,0,0
1641902056,11/01/2022 11:54,10.2,18.3,0,0
1641902356,11/01/2022 11:59,10.2,18.2,0,0
1641902656,11/01/2022 12:04,10.2,18.9,1,0
1641902956,11/01/2022 12:09,10.2,18.8,1,0
1641903256,11/01/2022 12:14,10.2,18.7,1,0
1641903556,11/01/2022 12:19,10.2,18.5,1,0
1641903856,11/01/2022 12:24,10.2,18.4,1,0
1641904156,11/01/2022 12:29,10.2,18.3,1,0
1641904456,11/01/2022 12:34,10.2,18.2,1,0
1641904756,11/01/2022 12:39,10.2,18,1,0
1641905056,11/01/2022 12:44,10.2,17.9,1,0
1641905356,11/01/2022 12:49,10.2,17.8,1,0
1641905656,11/01/2022 12:54,10.2,17.7,1,0
1641905956,11/01/2022 12:59,10.2,17.5,1,0
1641906256,11/01/2022 13:04,10.2,17.4,1,0
1641906556,11/01/2022 13:09,10.2,17.3,1,0
1641906856,11/01/2022 13:14,10.2,17.2,1,0
1641907156,11/01/2022 13:19,10.3,17,1,0
1641907456,11/01/2022 13:24,10.3,16.9,1,0
1641907756,11/01/2022 13:29,10.3,16.8,1,0
1641908056,11/01/2022 13:34,10.3,17,1,0
1641908356,11/01/2022 13:39,10.3,18,0,0
1641908656,11/01/2022 13:44,10.3,18.6,0,0
1641908956,11/01/2022 13:49,10.3,18.6,0,0
1641909256,11/01/2022 13:54,10.3,18.1,0,0
1641909556,11/01/2022 13:59,10.4,18.2,0,0
1641909856,11/01/2022 14:04,10.3,18.1,1,0
1641910156,11/01/2022 14:09,10.3,18.1,1,0
1641910456,11/01/2022 14:14,10.3,18,1,0
1641910756,11/01/2022 14:19,10.3,18,1,0
1641911056,11/01/2022 14:24,10.3,17.9,1,0
1641911356,11/01/2022 14:29,10.3,17.8,1,0
1641911656,11/01/2022 14:34,10.3,17.7,1,0
1641911956,11/01/2022 14:39,10.3,17.7,1,0
1641912256,11/01/2022 14:44,10.3,17.6,1,0
1641912556,11/01/2022 14:49,10.3,17.5,1,0
1641912856,11/01/2022 14:54,10.3,17.4,1,0
1641913156,11/01/2022 14:59,10.3,17.4,1,0
1641913456,11/01/2022 15:04,10.3,17.3,1,0
1641913756,11/01/2022 15:09,10.3,17.2,1,0
1641914056,11/01/2022 15:14,10.3,17.1,1,0
1641914356,11/01/2022 15:19,10.3,17.1,1,0
1641914656,11/01/2022 15:24,10.3,17,1,0
1641914956,11/01/2022 15:29,10.3,16.9,1,0
1641915256,11/01/2022 15:34,10.3,16.8,1,0
1641915556,11/01/2022 15:39,10.3,16.8,1,0
1641915856,11/01/2022 15:44,10.3,16.7,1,0
1641916156,11/01/2022 15:49,10.3,16.6,1,0
1641916456,11/01/2022 15:54,10.3,17,0,0
1641916756,11/01/2022 15:59,10.3,17.6,0,0
1641917056,11/01/2022 16:04,10.3,18,0,0
1641917356,11/01/2022 16:09,10.3,18.6,0,0
1641917656,11/01/2022 16:14,10.3,18.1,0,0
1641917956,11/01/2022 16:19,10.3,18.4,0,0
1641918256,11/01/2022 16:24,10.3,18.1,0,0
1641918556,11/01/2022 16:29,10.3,18.8,1,0
1641918856,11/01/2022 16:34,10.2,18.8,1,0
1641919156,11/01/2022 16:39,10.2,18.3,1,0
1641919456,11/01/2022 16:44,10.2,18,1,0
1641919756,11/01/2022 16:49,10.2,17.8,1,0
1641920056,11/01/2022 16:54,10.2,17.5,1,0
1641920356,11/01/2022 16:59,10.2,17.2,1,0
1641920656,11/01/2022 17:04,10.2,17.5,0,0
1641920956,11/01/2022 17:09,10.2,17.7,0,0
1641921256,11/01/2022 17:14,10.2,18.1,0,0
1641921556,11/01/2022 17:19,10.2,18.4,0,0
1641921856,11/01/2022 17:24,10.2,18.7,0,0
1641922156,11/01/2022 17:29,10.2,18.3,0,0
1641922456,11/01/2022 17:34,10.2,18.6,0,0
1641922756,11/01/2022 17:39,10.2,18.2,0,0
1641923056,11/01/2022 17:44,10.2,18.5,0,0
1641923356,11/01/2022 17:49,10.2,18.2,0,0
1641923656,11/01/2022 17:54,10.2,18.4,0,0
1641923956,11/01/2022 17:59,10.2,19,0,0
1641924256,11/01/2022 18:04,10.1,18.4,1,0
1641924556,11/01/2022 18:09,10.1,18.2,1,0
1641924856,11/01/2022 18:14,10,17.9,1,0
1641925156,11/01/2022 18:19,9.9,17.7,1,0
1641925456,11/01/2022 18:24,9.8,17.5,1,0
1641925756,11/01/2022 18:29,9.8,17.2,1,0
1641926056,11/01/2022 18:34,9.7,17,1,0
1641926356,11/01/2022 18:39,9.6,17.5,0,0
1641926656,11/01/2022 18:44,9.5,18.9,0,0
1641926956,11/01/2022 18:49,9.5,18.9,0,0
1641927256,11/01/2022 18:54,9.4,19,0,0
1641927556,11/01/2022 18:59,9.3,18.3,0,0
1641927856,11/01/2022 19:04,9.3,18.6,0,0
1641928156,11/01/2022 19:09,9.3,18.4,1,0
1641928456,11/01/2022 19:14,9.2,18,0,0
1641928756,11/01/2022 19:19,9.2,18.4,0,0
1641929056,11/01/2022 19:24,9.2,18.1,0,0
1641929356,11/01/2022 19:29,9.2,18.3,0,0
1641929656,11/01/2022 19:34,9.2,19,0,0
1641929956,11/01/2022 19:39,9.1,18.3,0,0
1641930256,11/01/2022 19:44,9.1,18.7,0,0
1641930556,11/01/2022 19:49,9.1,18.4,0,0
1641930856,11/01/2022 19:54,9.1,18.5,0,0
1641931156,11/01/2022 19:59,9.1,18.2,0,0
1641931456,11/01/2022 20:04,9,18.1,1,0
1641931756,11/01/2022 20:09,9,18,1,0
1641932056,11/01/2022 20:14,9,17.9,1,0
1641932356,11/01/2022 20:19,9,17.8,1,0
1641932656,11/01/2022 20:24,8.9,17.7,1,0
1641932956,11/01/2022 20:29,8.9,17.6,1,0
1641933256,11/01/2022 20:34,8.9,17.5,1,0
1641933556,11/01/2022 20:39,8.9,17.4,1,0
1641933856,11/01/2022 20:44,8.8,17.3,1,0
1641934156,11/01/2022 20:49,8.8,17.2,1,0
1641934456,11/01/2022 20:54,8.8,17.1,1,0
1641934756,11/01/2022 20:59,8.8,17,1,0
1641935056,11/01/2022 21:04,8.7,16.9,1,0
1641935356,11/01/2022 21:09,8.7,16.8,1,0
1641935656,11/01/2022 21:14,8.6,16.7,1,0
1641935956,11/01/2022 21:19,8.6,16.6,1,0
1641936256,11/01/2022 21:24,8.6,16.5,1,0
1641936556,11/01/2022 21:29,8.5,16.9,0,0
1641936856,11/01/2022 21:34,8.5,17.3,0,0
1641937156,11/01/2022 21:39,8.4,17.6,0,0
1641937456,11/01/2022 21:44,8.4,18,0,0
1641937756,11/01/2022 21:49,8.4,18.8,0,0
1641938056,11/01/2022 21:54,8.3,18.7,0,0
1641938356,11/01/2022 21:59,8.3,18.8,0,0
1641938656,11/01/2022 22:04,8.2,18.3,0,0
1641938956,11/01/2022 22:09,8.2,18.3,0,0
1641939256,11/01/2022 22:14,8.2,18.2,0,0
1641939556,11/01/2022 22:19,8.1,18.9,0,0
1641939856,11/01/2022 22:24,8.1,18.5,0,0
1641940156,11/01/2022 22:29,8,18.6,0,0
1641940456,11/01/2022 22:34,8,18.7,0,0
1641940756,11/01/2022 22:39,7.9,18.4,0,0
1641941056,11/01/2022 22:44,7.9,18.9,0,0
1641941356,11/01/2022 22:49,7.9,18.7,0,0
1641941656,11/01/2022 22:54,7.8,18,0,0
1641941956,11/01/2022 22:59,7.8,17.7,0,0
1641942256,11/01/2022 23:04,7.7,17.6,0,0
1641942556,11/01/2022 23:09,7.6,17.4,0,0
1641942856,11/01/2022 23:14,7.5,17.9,0,0
1641943156,11/01/2022 23:19,7.5,18,0,0
1641943456,11/01/2022 23:24,7.4,17.7,0,0
1641943756,11/01/2022 23:29,7.3,17.9,0,0
1641944056,11/01/2022 23:34,7.2,17.2,0,0
1641944356,11/01/2022 23:39,7.1,17.2,0,0
1641944656,11/01/2022 23:44,7.1,18,0,0
1641944956,11/01/2022 23:49,7,17,0,0
1641945256,11/01/2022 23:54,6.9,17.1,0,0
1641945556,11/01/2022 23:59,6.8,17.9,0,0
1641945856,12/01/2022 00:04,6.8,17.3,0,0
1641946156,12/01/2022 00:09,6.7,17.5,0,0
1641946456,12/01/2022 00:14,6.6,17.1,0,0
1641946756,12/01/2022 00:19,6.5,17.2,0,0
1641947056,12/01/2022 00:24,6.5,17.5,0,0
1641947356,12/01/2022 00:29,6.4,17.9,0,0
1641947656,12/01/2022 00:34,6.3,17.1,0,0
1641947956,12/01/2022 00:39,6.3,17.7,0,0
1641948256,12/01/2022 00:44,6.2,17.9,0,0
1641948556,12/01/2022 00:49,6.1,17.7,0,0
1641948856,12/01/2022 00:54,6.1,17.2,0,0
1641949156,12/01/2022 00:59,6,17,0,0
1641949456,12/01/2022 01:04,5.9,16.2,0,0
1641949756,12/01/2022 01:09,5.9,16.1,0,0
1641950056,12/01/2022 01:14,5.8,16.2,0,0
1641950356,12/01/2022 01:19,5.8,16.6,0,0
1641950656,12/01/2022 01:24,5.7,16.6,0,0
1641950956,12/01/2022 01:29,5.7,16.8,0,0
1641951256,12/01/2022 01:34,5.6,16.3,0,0
1641951556,12/01/2022 01:39,5.6,16.9,0,0
1641951856,12/01/2022 01:44,5.5,16.5,0,0
1641952156,12/01/2022 01:49,5.5,16.6,0,0
1641952456,12/01/2022 01:54,5.4,16.9,0,0
1641952756,12/01/2022 01:59,5.4,16.1,0,0
1641953056,12/01/2022 02:04,5.3,16.4,0,0
1641953356,12/01/2022 02:09,5.3,16.6,0,0
1641953656,12/01/2022 02:14,5.2,16.2,0,0
1641953956,12/01/2022 02:19,5.1,16.2,0,0
1641954256,12/01/2022 02:24,5.1,16.8,0,0
1641954556,12/01/2022 02:29,5,16.8,0,0
1641954856,12/01/2022 02:34,4.9,16.8,0,0
1641955156,12/01/2022 02:39,4.9,16.9,0,0
1641955456,12/01/2022 02:44,4.8,16.9,0,0
1641955756,12/01/2022 02:49,4.7,16.2,0,0
1641956056,12/01/2022 02:54,4.7,16.4,0,0
1641956356,12/01/2022 02:59,4.6,16.2,0,0
1641956656,12/01/2022 03:04,4.6,16.9,0,0
1641956956,12/01/2022 03:09,4.5,16,0,0
1641957256,12/01/2022 03:14,4.5,16.6,0,0
1641957556,12/01/2022 03:19,4.4,16.1,0,0
1641957856,12/01/2022 03:24,4.3,16.6,0,0
1641958156,12/01/2022 03:29,4.3,17,0,0
1641958456,12/01/2022 03:34,4.2,16.3,0,0
1641958756,12/01/2022 03:39,4.2,16.3,0,0
1641959056,12/01/2022 03:44,4.1,16.4,0,0
1641959356,12/01/2022 03:49,4.1,16.6,0,0
1641959656,12/01/2022 03:54,4,16.7,0,0
1641959956,12/01/2022 03:59,3.9,16.5,0,0
1641960256,12/01/2022 04:04,3.9,16.1,0,0
1641960556,12/01/2022 04:09,3.8,16.1,0,0
1641960856,12/01/2022 04:14,3.8,16,0,0
1641961156,12/01/2022 04:19,3.7,16.3,0,0
1641961456,12/01/2022 04:24,3.6,16.6,0,0
1641961756,12/01/2022 04:29,3.6,16,0,0
1641962056,12/01/2022 04:34,3.5,15.6,0,0
1641962356,12/01/2022 04:39,3.5,15.6,0,0
1641962656,12/01/2022 04:44,3.4,15.8,0,0
1641962956,12/01/2022 04:49,3.3,15.5,0,0
1641963256,12/01/2022 04:54,3.3,15.2,0,0
1641963556,12/01/2022 04:59,3.2,15.9,0,0
1641963856,12/01/2022 05:04,3.2,15.5,0,0
1641964156,12/01/2022 05:09,3.2,15.6,0,0
1641964456,12/01/2022 05:14,3.1,15.5,0,0
1641964756,12/01/2022 05:19,3.1,15.3,0,0
1641965056,12/01/2022 05:24,3.1,15.5,0,0
1641965356,12/01/2022 05:29,3.1,15,0,0
1641965656,12/01/2022 05:34,3.1,15.3,0,0
1641965956,12/01/2022 05:39,3,15.1,0,0
1641966256,12/01/2022 05:44,3,15.1,0,0
1641966556,12/01/2022 05:49,3,15.9,0,0
1641966856,12/01/2022 05:54,3,15.3,0,0
1641967156,12/01/2022 05:59,3,15.4,0,0
1641967456,12/01/2022 06:04,2.9,15.4,0,0
1641967756,12/01/2022 06:09,2.9,16,0,0
1641968056,12/01/2022 06:14,2.9,15.5,0,0
1641968356,12/01/2022 06:19,2.9,15,0,0
1641968656,12/01/2022 06:24,2.8,15.5,0,0
1641968956,12/01/2022 06:29,2.8,15.4,0,0
1641969256,12/01/2022 06:34,2.8,15.5,0,0
1641969556,12/01/2022 06:39,2.8,15.1,0,0
1641969856,12/01/2022 06:44,2.8,15.6,0,0
1641970156,12/01/2022 06:49,2.7,15.8,0,0
1641970456,12/01/2022 06:54,2.7,15.6,0,0
1641970756,12/01/2022 06:59,2.7,16,0,0
1641971056,12/01/2022 07:04,2.6,15.5,0,0
1641971356,12/01/2022 07:09,2.6,15.9,0,0
1641971656,12/01/2022 07:14,2.5,15.6,0,0
1641971956,12/01/2022 07:19,2.4,15.4,0,0
1641972256,12/01/2022 07:24,2.4,15.2,0,0
1641972556,12/01/2022 07:29,2.3,15.9,0,0
1641972856,12/01/2022 07:34,2.2,16,0,0
1641973156,12/01/2022 07:39,2.2,15.3,0,0
1641973456,12/01/2022 07:44,2.1,15.6,0,0
1641973756,12/01/2022 07:49,2,15.1,0,0
1641974056,12/01/2022 07:54,1.9,15.1,0,0
1641974356,12/01/2022 07:59,1.9,16.3,0,0
1641974656,12/01/2022 08:04,1.9,16.5,0,0
1641974956,12/01/2022 08:09,1.9,16.4,0,0
1641975256,12/01/2022 08:14,2,16.8,0,0
1641975556,12/01/2022 08:19,2,16.3,0,0
1641975856,12/01/2022 08:24,2,16.8,0,0
1641976156,12/01/2022 08:29,2.1,17,0,0
1641976456,12/01/2022 08:34,2.1,16.2,0,0
1641976756,12/01/2022 08:39,2.1,16.5,0,0
1641977056,12/01/2022 08:44,2.1,16.9,0,0
1641977356,12/01/2022 08:49,2.2,16.1,0,0
1641977656,12/01/2022 08:54,2.2,16.9,0,0
1641977956,12/01/2022 08:59,2.2,16.9,0,0
1641978256,12/01/2022 09:04,2.3,16.2,0,0
1641978556,12/01/2022 09:09,2.5,16.6,0,0
1641978856,12/01/2022 09:14,2.6,16.2,0,0
1641979156,12/01/2022 09:19,2.7,16.1,0,0
1641979456,12/01/2022 09:24,2.8,16.4,0,0
1641979756,12/01/2022 09:29,2.9,16.3,0,0
1641980056,12/01/2022 09:34,3,17,0,0
1641980356,12/01/2022 09:39,3.1,17.9,0,0
1641980656,12/01/2022 09:44,3.2,17.5,0,0
1641980956,12/01/2022 09:49,3.3,17.8,0,0
1641981256,12/01/2022 09:54,3.5,17.5,1,0
1641981556,12/01/2022 09:59,3.6,17.2,1,0
1641981856,12/01/2022 10:04,3.7,16.9,1,0
1641982156,12/01/2022 10:09,3.8,16.6,1,0
1641982456,12/01/2022 10:14,4,16.3,1,0
1641982756,12/01/2022 10:19,4.1,16.6,0,0
1641983056,12/01/2022 10:24,4.3,16.9,0,0
1641983356,12/01/2022 10:29,4.4,17.2,0,0
1641983656,12/01/2022 10:34,4.5,17.5,0,0
1641983956,12/01/2022 10:39,4.7,17.6,0,0
1641984256,12/01/2022 10:44,4.8,17.6,0,0
1641984556,12/01/2022 10:49,5,17.9,0,0
1641984856,12/01/2022 10:54,5.1,17.5,0,0
1641985156,12/01/2022 10:59,5.2,17.1,0,0
1641985456,12/01/2022 11:04,5.3,17.4,1,0
1641985756,12/01/2022 11:09,5.4,17.2,1,0
1641986056,12/01/2022 11:14,5.5,17.1,1,0
1641986356,12/01/2022 11:19,5.6,16.9,1,0
1641986656,12/01/2022 11:24,5.6,16.7,1,0
1641986956,12/01/2022 11:29,5.7,16.9,0,0
1641987256,12/01/2022 11:34,5.8,17.2,0,0
1641987556,12/01/2022 11:39,5.9,17.4,0,0
1641987856,12/01/2022 11:44,6,17.7,0,0
1641988156,12/01/2022 11:49,6.1,17.7,0,0
1641988456,12/01/2022 11:54,6.1,17.7,0,0
1641988756,12/01/2022 11:59,6.2,17.7,0,0
1641989056,12/01/2022 12:04,6.3,17.9,1,0
1641989356,12/01/2022 12:09,6.4,17.5,1,0
1641989656,12/01/2022 12:14,6.5,17.2,1,0
1641989956,12/01/2022 12:19,6.6,16.8,0,0
1641990256,12/01/2022 12:24,6.7,17.4,0,0
1641990556,12/01/2022 12:29,6.8,17.5,0,0
1641990856,12/01/2022 12:34,6.8,17.7,0,0
1641991156,12/01/2022 12:39,6.9,17.9,0,0
1641991456,12/01/2022 12:44,7,17.7,1,0
1641991756,12/01/2022 12:49,7.1,17.2,1,0
1641992056,12/01/2022 12:54,7.2,17.1,1,0
1641992356,12/01/2022 12:59,7.3,17.1,1,0
1641992656,12/01/2022 13:04,7.3,17,1,0
1641992956,12/01/2022 13:09,7.4,17,1,0
1641993256,12/01/2022 13:14,7.5,17.1,1,0
1641993556,12/01/2022 13:19,7.5,16.9,1,0
1641993856,12/01/2022 13:24,7.6,16.8,1,0
1641994156,12/01/2022 13:29,7.7,16.8,1,0
1641994456,12/01/2022 13:34,7.7,16.7,1,0
1641994756,12/01/2022 13:39,7.8,16.8,1,0
